CIVIC_NUMBER;Geo Local Area;Geom;P_PARCEL_ID;PCOORD;SITE_ID;STD_STREET;geo_point_2d
1080;Downtown;"{""coordinates"": [-123.12009341819497, 49.275543048648935], ""type"": ""Point""}";__FJ00Y2;15660674;LMS2333;MAINLAND ST;49.275543048648935, -123.12009341819497
1122;Downtown;"{""coordinates"": [-123.12070230008315, 49.2751484159692], ""type"": ""Point""}";__FJ00Y4;15660826;016057546;MAINLAND ST;49.2751484159692, -123.12070230008315
750;Downtown;"{""coordinates"": [-123.10926942605491, 49.2743390002612], ""type"": ""Point""}";__FJ00YG;62017067;010313931;PACIFIC BOULEVARD;49.2743390002612, -123.10926942605491
1325;Downtown;"{""coordinates"": [-123.12792515039669, 49.27561693140567], ""type"": ""Point""}";__FJ00YO;13161493;EPS1755;ROLSTON ST;49.27561693140567, -123.12792515039669
1256;Downtown;"{""coordinates"": [-123.12687104190746, 49.27632013203035], ""type"": ""Point""}";__FJ00YQ;13061256;011884011;GRANVILLE ST;49.27632013203035, -123.12687104190746
1294;Downtown;"{""coordinates"": [-123.12730883622919, 49.27603092298518], ""type"": ""Point""}";__FJ00YS;13061294;015474941;GRANVILLE ST;49.27603092298518, -123.12730883622919
1294;Downtown;"{""coordinates"": [-123.127381563145, 49.275982718579705], ""type"": ""Point""}";__FJ00YU;13061294;015474968;GRANVILLE ST;49.275982718579705, -123.127381563145
1388;Downtown;"{""coordinates"": [-123.12856633020303, 49.275961688955896], ""type"": ""Point""}";__FJ011Y;61512933;029055601;CONTINENTAL ST;49.275961688955896, -123.12856633020303
1488;Downtown;"{""coordinates"": [-123.13166526894834, 49.27573561339685], ""type"": ""Point""}";__FJ0122;12461606;LMS1378;HORNBY ST;49.27573561339685, -123.13166526894834
1066;Downtown;"{""coordinates"": [-123.12021666020881, 49.27617888024588], ""type"": ""Point""}";__FJ0128;15260650;LMS1490;HAMILTON ST;49.27617888024588, -123.12021666020881
1090;Downtown;"{""coordinates"": [-123.12066425821888, 49.27588606111855], ""type"": ""Point""}";__FJ012A;15260694;007335296;HAMILTON ST;49.27588606111855, -123.12066425821888
1128;Downtown;"{""coordinates"": [-123.12190612453837, 49.27578265322007], ""type"": ""Point""}";__FJ012E;14860814;023931213;HOMER ST;49.27578265322007, -123.12190612453837
1140;Downtown;"{""coordinates"": [-123.12211404390091, 49.27564120922504], ""type"": ""Point""}";__FJ012G;14860834;006038433;HOMER ST;49.27564120922504, -123.12211404390091
1110;Downtown;"{""coordinates"": [-123.12110278173037, 49.27559505778487], ""type"": ""Point""}";__FJ012I;15260806;012842397;HAMILTON ST;49.27559505778487, -123.12110278173037
1447;Downtown;"{""coordinates"": [-123.1325216294635, 49.27590421170128], ""type"": ""Point""}";__FJ0130;12461663;015506584;HORNBY ST;49.27590421170128, -123.1325216294635
1460;Downtown;"{""coordinates"": [-123.133010128385, 49.27612538179294], ""type"": ""Point""}";__FJ0134;12161674;015506576;BURRARD ST;49.27612538179294, -123.133010128385
1444;Downtown;"{""coordinates"": [-123.13277626632849, 49.276271363803026], ""type"": ""Point""}";__FJ013A;12161656;007796773;BURRARD ST;49.276271363803026, -123.13277626632849
1430;Downtown;"{""coordinates"": [-123.13269969475702, 49.27631956702317], ""type"": ""Point""}";__FJ013E;12161650;007796340;BURRARD ST;49.27631956702317, -123.13269969475702
1071;Downtown;"{""coordinates"": [-123.12041992018973, 49.276040916300566], ""type"": ""Point""}";__FJ014I;15260688;LMS4103;MAINLAND ST;49.276040916300566, -123.12041992018973
;Downtown;"{""coordinates"": [-123.13673562455561, 49.27557123833315], ""type"": ""Point""}";__FJ0154;62011956;;;49.27557123833315, -123.13673562455561
1050;Downtown;"{""coordinates"": [-123.135404574808, 49.27598274350501], ""type"": ""Point""}";__FJ015G;62011963;007031866;BEACH AV;49.27598274350501, -123.135404574808
1182;Downtown;"{""coordinates"": [-123.10123327633653, 49.274109656911435], ""type"": ""Point""}";__FJ0162;18660576;LMS195;QUEBEC ST;49.274109656911435, -123.10123327633653
811;Downtown;"{""coordinates"": [-123.10909157359387, 49.276265388835746], ""type"": ""Point""}";__FJ0166;16559882;028073878;CARRALL ST;49.276265388835746, -123.10909157359387
927;Downtown;"{""coordinates"": [-123.10048328026102, 49.27637059530376], ""type"": ""Point""}";__FJ016A;19060137;015642658;MAIN ST;49.27637059530376, -123.10048328026102
120;Downtown;"{""coordinates"": [-123.10125915704715, 49.275557445756846], ""type"": ""Point""}";__FJ0QI0;60318606;BCS966;MILROSS AV;49.275557445756846, -123.10125915704715
189;Downtown;"{""coordinates"": [-123.100409024146, 49.275211324214865], ""type"": ""Point""}";__FJ0QI4;60518695;BCS1644;NATIONAL AV;49.275211324214865, -123.100409024146
904;Downtown;"{""coordinates"": [-123.12857572033319, 49.278347120837324], ""type"": ""Point""}";__FJ0SB0;61212096;015480551;DAVIE ST;49.278347120837324, -123.12857572033319
939;Downtown;"{""coordinates"": [-123.12245550418072, 49.28001248952618], ""type"": ""Point""}";__FJ0SBK;13060443;011717513;GRANVILLE ST;49.28001248952618, -123.12245550418072
1067;Downtown;"{""coordinates"": [-123.12355177525608, 49.27796805779776], ""type"": ""Point""}";__FJ0SBM;13460693;014388456;SEYMOUR ST;49.27796805779776, -123.12355177525608
1125;Downtown;"{""coordinates"": [-123.12638582552111, 49.2787403505877], ""type"": ""Point""}";__FJ0SBW;12660803;VAS1519;HOWE ST;49.2787403505877, -123.12638582552111
1234;Downtown;"{""coordinates"": [-123.12836491286374, 49.27791334656909], ""type"": ""Point""}";__FJ0SC0;12461224;016605217;HORNBY ST;49.27791334656909, -123.12836491286374
1080;Downtown;"{""coordinates"": [-123.12510198641658, 49.27880517272385], ""type"": ""Point""}";__FJ0SC8;12660698;LMS1608;HOWE ST;49.27880517272385, -123.12510198641658
1090;Downtown;"{""coordinates"": [-123.12415910772802, 49.278105473892225], ""type"": ""Point""}";__FJ0SCA;13060694;017288959;GRANVILLE ST;49.278105473892225, -123.12415910772802
834;Downtown;"{""coordinates"": [-123.12018604365662, 49.28072821710093], ""type"": ""Point""}";__FJ0SCE;13060238;015463389;GRANVILLE ST;49.28072821710093, -123.12018604365662
868;Downtown;"{""coordinates"": [-123.12049408744606, 49.28053179237166], ""type"": ""Point""}";__FJ0SCM;13060256;015463621;GRANVILLE ST;49.28053179237166, -123.12049408744606
601;Downtown;"{""coordinates"": [-123.12059364282354, 49.279921365508365], ""type"": ""Point""}";__FJ0SCY;13460293;015463958;SMITHE ST;49.279921365508365, -123.12059364282354
601;Downtown;"{""coordinates"": [-123.12045103870221, 49.28001821244411], ""type"": ""Point""}";__FJ0SD2;13460293;015463851;SMITHE ST;49.28001821244411, -123.12045103870221
601;Downtown;"{""coordinates"": [-123.12022866550683, 49.280167773030534], ""type"": ""Point""}";__FJ0SD8;13460293;015463940;SMITHE ST;49.280167773030534, -123.12022866550683
757;Downtown;"{""coordinates"": [-123.11737224122717, 49.28078962314869], ""type"": ""Point""}";__FJ0SEI;13860045;008753920;RICHARDS ST;49.28078962314869, -123.11737224122717
757;Downtown;"{""coordinates"": [-123.11740360599516, 49.28076746314353], ""type"": ""Point""}";__FJ0SEM;13860045;008754039;RICHARDS ST;49.28076746314353, -123.11740360599516
848;Downtown;"{""coordinates"": [-123.11913524891432, 49.28016382326034], ""type"": ""Point""}";__FJ0SFO;13460244;005333849;SEYMOUR ST;49.28016382326034, -123.11913524891432
853;Downtown;"{""coordinates"": [-123.11904368494918, 49.279686426433386], ""type"": ""Point""}";__FJ0SGU;13860251;013010085;RICHARDS ST;49.279686426433386, -123.11904368494918
817;Downtown;"{""coordinates"": [-123.11888981502885, 49.27978778064214], ""type"": ""Point""}";__FJ0SGY;13860247;005334250;RICHARDS ST;49.27978778064214, -123.11888981502885
817;Downtown;"{""coordinates"": [-123.11881637922107, 49.27983283208273], ""type"": ""Point""}";__FJ0SH0;13860241;005334268;RICHARDS ST;49.27983283208273, -123.11881637922107
817;Downtown;"{""coordinates"": [-123.11874925952027, 49.27988012578077], ""type"": ""Point""}";__FJ0SH2;13860237;005334276;RICHARDS ST;49.27988012578077, -123.11874925952027
817;Downtown;"{""coordinates"": [-123.1186744488153, 49.27993102541095], ""type"": ""Point""}";__FJ0SH4;13860231;005334284;RICHARDS ST;49.27993102541095, -123.1186744488153
817;Downtown;"{""coordinates"": [-123.11852756493926, 49.28002788336227], ""type"": ""Point""}";__FJ0SH8;13860223;005334187;RICHARDS ST;49.28002788336227, -123.11852756493926
817;Downtown;"{""coordinates"": [-123.11845480861719, 49.28007563242826], ""type"": ""Point""}";__FJ0SHA;13860217;005334217;RICHARDS ST;49.28007563242826, -123.11845480861719
817;Downtown;"{""coordinates"": [-123.11904362376035, 49.279826661372866], ""type"": ""Point""}";__FJ0SHG;13860247;005334241;RICHARDS ST;49.279826661372866, -123.11904362376035
814;Downtown;"{""coordinates"": [-123.11811055132651, 49.27957270443906], ""type"": ""Point""}";__FJ0SHQ;13860236;008189277;RICHARDS ST;49.27957270443906, -123.11811055132651
814;Downtown;"{""coordinates"": [-123.11825399421583, 49.279474510249486], ""type"": ""Point""}";__FJ0SHU;13860236;008189315;RICHARDS ST;49.279474510249486, -123.11825399421583
825;Downtown;"{""coordinates"": [-123.11763993162627, 49.2793401553496], ""type"": ""Point""}";__FJ0SIU;14860207;BCS3839;HOMER ST;49.2793401553496, -123.11763993162627
877;Downtown;"{""coordinates"": [-123.11754062793828, 49.27813901270727], ""type"": ""Point""}";__FJ0SJ8;15660279;015458857;HAMILTON ST;49.27813901270727, -123.11754062793828
895;Downtown;"{""coordinates"": [-123.11763943192497, 49.27806065405937], ""type"": ""Point""}";__FJ0SJE;15660297;007687958;HAMILTON ST;49.27806065405937, -123.11763943192497
856;Downtown;"{""coordinates"": [-123.11741758632652, 49.278745080334524], ""type"": ""Point""}";__FJ0SJG;14860250;007992882;HOMER ST;49.278745080334524, -123.11741758632652
910;Downtown;"{""coordinates"": [-123.1214887265263, 49.27987094540294], ""type"": ""Point""}";__FJ0SKS;13060422;004753291;GRANVILLE ST;49.27987094540294, -123.1214887265263
900;Downtown;"{""coordinates"": [-123.12029740756654, 49.279386020227804], ""type"": ""Point""}";__FJ0SLO;13460404;015454193;SEYMOUR ST;49.279386020227804, -123.12029740756654
65;Downtown;"{""coordinates"": [-123.10598488847563, 49.28306444511728], ""type"": ""Point""}";__FJ0SMU;58917229;024840891;W CORDOVA ST;49.28306444511728, -123.10598488847563
948;Downtown;"{""coordinates"": [-123.11928887892057, 49.277505741177315], ""type"": ""Point""}";__FJ0SPW;14860434;011499818;HOMER ST;49.277505741177315, -123.11928887892057
716;Downtown;"{""coordinates"": [-123.12195534522616, 49.28035617564059], ""type"": ""Point""}";__FJ0SQE;13060405;012849235;SMITHE ST;49.28035617564059, -123.12195534522616
111;Downtown;"{""coordinates"": [-123.11398542394348, 49.27794520215335], ""type"": ""Point""}";__FJ0SQK;60215796;LMS4008;ROBSON ST;49.27794520215335, -123.11398542394348
855;Downtown;"{""coordinates"": [-123.1183165955578, 49.27892933812935], ""type"": ""Point""}";__FJ0SQM;14860293;LMS156;HOMER ST;49.27892933812935, -123.1183165955578
700;Downtown;"{""coordinates"": [-123.11457288014148, 49.27906945980032], ""type"": ""Point""}";__FJ0SQU;15660006;027197891;HAMILTON ST;49.27906945980032, -123.11457288014148
1100;Downtown;"{""coordinates"": [-123.12281693514892, 49.286581300916694], ""type"": ""Point""}";__FJ0SS2;59711892;007124872;MELVILLE ST;49.286581300916694, -123.12281693514892
1199;Downtown;"{""coordinates"": [-123.12275831264735, 49.2884083180895], ""type"": ""Point""}";__FJ0SSQ;59211805;012637637;W PENDER ST;49.2884083180895, -123.12275831264735
610;Downtown;"{""coordinates"": [-123.12584381731764, 49.2885466190058], ""type"": ""Point""}";__FJ0SSY;59711704;015745384;JERVIS ST;49.2885466190058, -123.12584381731764
1218;Downtown;"{""coordinates"": [-123.12486310897887, 49.28791398224895], ""type"": ""Point""}";__FJ0ST0;59711784;016408721;MELVILLE ST;49.28791398224895, -123.12486310897887
1281;Downtown;"{""coordinates"": [-123.12615070489844, 49.28809696673976], ""type"": ""Point""}";__FJ0ST6;60011705;015745325;W GEORGIA ST;49.28809696673976, -123.12615070489844
1201;Downtown;"{""coordinates"": [-123.12330968303354, 49.28865778770756], ""type"": ""Point""}";__FJ0STS;59211797;015748987;W PENDER ST;49.28865778770756, -123.12330968303354
1445;Downtown;"{""coordinates"": [-123.12849808657117, 49.28968919650312], ""type"": ""Point""}";__FJ0SV6;60011557;009916415;W GEORGIA ST;49.28968919650312, -123.12849808657117
1445;Downtown;"{""coordinates"": [-123.12853344613437, 49.28953713886677], ""type"": ""Point""}";__FJ0SVA;60011557;009916555;W GEORGIA ST;49.28953713886677, -123.12853344613437
1445;Downtown;"{""coordinates"": [-123.12836390344077, 49.28964976690401], ""type"": ""Point""}";__FJ0SVC;60011557;009916491;W GEORGIA ST;49.28964976690401, -123.12836390344077
1415;Downtown;"{""coordinates"": [-123.12828762558902, 49.28945510625711], ""type"": ""Point""}";__FJ0T3E;60011597;VAS2801;W GEORGIA ST;49.28945510625711, -123.12828762558902
989;Downtown;"{""coordinates"": [-123.12511331828341, 49.281083621888875], ""type"": ""Point""}";__FJ0TC4;12060598;LMS1866;NELSON ST;49.281083621888875, -123.12511331828341
845;Downtown;"{""coordinates"": [-123.1227377767813, 49.28237340660012], ""type"": ""Point""}";__FJ0TC6;12460247;009170162;HORNBY ST;49.28237340660012, -123.1227377767813
845;Downtown;"{""coordinates"": [-123.12281121536135, 49.28232385509566], ""type"": ""Point""}";__FJ0TC8;12460247;009170065;HORNBY ST;49.28232385509566, -123.12281121536135
845;Downtown;"{""coordinates"": [-123.12271417733838, 49.28244908110597], ""type"": ""Point""}";__FJ0TCE;12460247;009170286;HORNBY ST;49.28244908110597, -123.12271417733838
890;Downtown;"{""coordinates"": [-123.11695750893331, 49.28564613429552], ""type"": ""Point""}";__FJ0TGO;59212404;004350651;W PENDER ST;49.28564613429552, -123.11695750893331
830;Downtown;"{""coordinates"": [-123.11673315729246, 49.285497041296885], ""type"": ""Point""}";__FJ0TGU;59212440;015498221;W PENDER ST;49.285497041296885, -123.11673315729246
921;Downtown;"{""coordinates"": [-123.1169323160257, 49.286337456707464], ""type"": ""Point""}";__FJ0TGW;59212071;014891964;W PENDER ST;49.286337456707464, -123.1169323160257
905;Downtown;"{""coordinates"": [-123.1167711946252, 49.28623777323945], ""type"": ""Point""}";__FJ0TH0;59212095;015508889;W PENDER ST;49.28623777323945, -123.1167711946252
900;Downtown;"{""coordinates"": [-123.11642830148526, 49.28655880606723], ""type"": ""Point""}";__FJ0TH8;59012094;015508803;W HASTINGS ST;49.28655880606723, -123.11642830148526
900;Downtown;"{""coordinates"": [-123.1165054266565, 49.286609551046695], ""type"": ""Point""}";__FJ0THA;59012094;015508731;W HASTINGS ST;49.286609551046695, -123.1165054266565
808;Downtown;"{""coordinates"": [-123.11541984851003, 49.28591258820347], ""type"": ""Point""}";__FJ0THQ;59012496;028338260;W HASTINGS ST;49.28591258820347, -123.11541984851003
475;Downtown;"{""coordinates"": [-123.11590893924385, 49.28567858399026], ""type"": ""Point""}";__FJ0TI0;59212495;029156653;HOWE ST;49.28567858399026, -123.11590893924385
815;Downtown;"{""coordinates"": [-123.11489883220435, 49.286292325864416], ""type"": ""Point""}";__FJ0TII;59012495;011282177;W HASTINGS ST;49.286292325864416, -123.11489883220435
355;Downtown;"{""coordinates"": [-123.11698375583809, 49.2874523739591], ""type"": ""Point""}";__FJ0TIM;12057197;002512602;BURRARD ST;49.2874523739591, -123.11698375583809
1066;Downtown;"{""coordinates"": [-123.11887227550183, 49.2873631485467], ""type"": ""Point""}";__FJ0TIS;59211953;002512653;W HASTINGS ST;49.2873631485467, -123.11887227550183
595;Downtown;"{""coordinates"": [-123.11972958074254, 49.286130338886714], ""type"": ""Point""}";__FJ0TJ0;12059295;004920414;BURRARD ST;49.286130338886714, -123.11972958074254
999;Downtown;"{""coordinates"": [-123.11606063352662, 49.28722350521407], ""type"": ""Point""}";__FJ0TJ8;59012009;003866262;W HASTINGS ST;49.28722350521407, -123.11606063352662
1111;Downtown;"{""coordinates"": [-123.12211569406901, 49.28688969692188], ""type"": ""Point""}";__FJ0TJC;59711895;007630581;MELVILLE ST;49.28688969692188, -123.12211569406901
1130;Downtown;"{""coordinates"": [-123.12165682441358, 49.28756213810263], ""type"": ""Point""}";__FJ0TJG;59211882;015306682;W PENDER ST;49.28756213810263, -123.12165682441358
535;Downtown;"{""coordinates"": [-123.12136702539483, 49.28714011963002], ""type"": ""Point""}";__FJ0TJM;11959375;013542281;THURLOW ST;49.28714011963002, -123.12136702539483
1130;Downtown;"{""coordinates"": [-123.12189712351142, 49.28730371450813], ""type"": ""Point""}";__FJ0TJS;59211882;015306640;W PENDER ST;49.28730371450813, -123.12189712351142
1112;Downtown;"{""coordinates"": [-123.121088305458, 49.28732078317477], ""type"": ""Point""}";__FJ0TJU;59211894;015411591;W PENDER ST;49.28732078317477, -123.121088305458
1177;Downtown;"{""coordinates"": [-123.1214897450909, 49.288692134009985], ""type"": ""Point""}";__FJ0TK0;59011837;015844048;W HASTINGS ST;49.288692134009985, -123.1214897450909
1177;Downtown;"{""coordinates"": [-123.12123173903558, 49.288625390978225], ""type"": ""Point""}";__FJ0TK2;59011837;015844030;W HASTINGS ST;49.288625390978225, -123.12123173903558
1133;Downtown;"{""coordinates"": [-123.12097099111826, 49.288561816539186], ""type"": ""Point""}";__FJ0TK4;59011857;007694814;W HASTINGS ST;49.288561816539186, -123.12097099111826
1075;Downtown;"{""coordinates"": [-123.12218950587636, 49.28586415140047], ""type"": ""Point""}";__FJ0TKC;60011905;008890421;W GEORGIA ST;49.28586415140047, -123.12218950587636
625;Downtown;"{""coordinates"": [-123.12025705587723, 49.28566877060776], ""type"": ""Point""}";__FJ0TKE;12059595;007051859;BURRARD ST;49.28566877060776, -123.12025705587723
510;Downtown;"{""coordinates"": [-123.11758014442229, 49.28605162542905], ""type"": ""Point""}";__FJ0TKU;59212008;017790093;BURRARD ST;49.28605162542905, -123.11758014442229
900;Downtown;"{""coordinates"": [-123.11401241591352, 49.287298450083085], ""type"": ""Point""}";__FJ0TKW;57112096;017759382;CANADA PLACE;49.287298450083085, -123.11401241591352
674;Downtown;"{""coordinates"": [-123.11692357071827, 49.28262149628957], ""type"": ""Point""}";__FJ0TLE;13059594;011168803;GRANVILLE ST;49.28262149628957, -123.11692357071827
